StateCode,Origin,Reporting_Airline,Flights,Total Flights per state,Total Flights per airport
AK,ADK,AS,25,8624,25
AK,ADQ,AS,134,8624,134
AK,AKN,AS,42,8624,42
AK,ANC,AA,37,8624,4120
AK,ANC,AS,3280,8624,4120
AK,ANC,B6,14,8624,4120
AK,ANC,CO,106,8624,4120
AK,ANC,DL,308,8624,4120
AK,ANC,F9,13,8624,4120
AK,ANC,G4,1,8624,4120
AK,ANC,HP,8,8624,4120
AK,ANC,NW,121,8624,4120
AK,ANC,TW,15,8624,4120
AK,ANC,UA,171,8624,4120
AK,ANC,US,44,8624,4120
AK,ANC,VX,2,8624,4120
AK,BET,AS,218,8624,218
AK,BRW,AS,170,8624,170
AK,CDV,AS,168,8624,168
AK,DLG,AS,27,8624,27
AK,DUT,AS,41,8624,41
AK,FAI,AS,892,8624,985
AK,FAI,DL,59,8624,985
AK,FAI,F9,3,8624,985
AK,FAI,NW,20,8624,985
AK,FAI,UA,11,8624,985
AK,GST,AS,17,8624,17
AK,JNU,AS,889,8624,899
AK,JNU,DL,9,8624,899
AK,JNU,OO,1,8624,899
AK,KTN,AS,484,8624,487
AK,KTN,OO,3,8624,487
AK,OME,AS,215,8624,215
AK,OTZ,AS,215,8624,215
AK,PSG,AS,165,8624,165
AK,SCC,AS,148,8624,148
AK,SIT,AS,259,8624,268
AK,SIT,OO,9,8624,268
AK,WRG,AS,136,8624,136
AK,YAK,AS,144,8624,144
AL,BFM,F9,3,7790,3
AL,BHM,9E,81,7790,3983
AL,BHM,AA,216,7790,3983
AL,BHM,CO,56,7790,3983
AL,BHM,DH,10,7790,3983
AL,BHM,DL,645,7790,3983
AL,BHM,EV,401,7790,3983
AL,BHM,F9,3,7790,3983
AL,BHM,MQ,85,7790,3983
AL,BHM,NW,117,7790,3983
AL,BHM,OH,197,7790,3983
AL,BHM,OO,160,7790,3983
AL,BHM,UA,8,7790,3983
AL,BHM,US,87,7790,3983
AL,BHM,WN,1560,7790,3983
AL,BHM,XE,228,7790,3983
AL,BHM,YV,126,7790,3983
AL,BHM,YX,3,7790,3983
AL,DHN,EV,196,7790,234
AL,DHN,OH,1,7790,234
AL,DHN,OO,37,7790,234
AL,HSV,9E,89,7790,1766
AL,HSV,AA,142,7790,1766
AL,HSV,DH,24,7790,1766
AL,HSV,DL,393,7790,1766
AL,HSV,EV,472,7790,1766
AL,HSV,F9,3,7790,1766
AL,HSV,FL,30,7790,1766
AL,HSV,MQ,184,7790,1766
AL,HSV,OH,169,7790,1766
AL,HSV,OO,41,7790,1766
AL,HSV,US,32,7790,1766
AL,HSV,XE,96,7790,1766
AL,HSV,YV,71,7790,1766
AL,HSV,YX,20,7790,1766
AL,MGM,9E,43,7790,685
AL,MGM,DL,34,7790,685
AL,MGM,EV,445,7790,685
AL,MGM,MQ,81,7790,685
AL,MGM,OH,11,7790,685
AL,MGM,OO,51,7790,685
AL,MGM,XE,19,7790,685
AL,MGM,YV,1,7790,685
AL,MOB,9E,55,7790,1119
AL,MOB,DL,242,7790,1119
AL,MOB,EV,452,7790,1119
AL,MOB,MQ,126,7790,1119
AL,MOB,OH,17,7790,1119
AL,MOB,OO,45,7790,1119
AL,MOB,XE,150,7790,1119
AL,MOB,YV,32,7790,1119
AR,FSM,9E,25,5982,419
AR,FSM,EV,81,5982,419
AR,FSM,MQ,278,5982,419
AR,FSM,OO,18,5982,419
AR,FSM,YV,17,5982,419
AR,LIT,9E,32,5982,3180
AR,LIT,AA,104,5982,3180
AR,LIT,DL,394,5982,3180
AR,LIT,EV,431,5982,3180
AR,LIT,F9,11,5982,3180
AR,LIT,G4,4,5982,3180
AR,LIT,MQ,709,5982,3180
AR,LIT,NW,121,5982,3180
AR,LIT,OH,49,5982,3180
AR,LIT,OO,110,5982,3180
AR,LIT,TW,57,5982,3180
AR,LIT,WN,884,5982,3180
AR,LIT,XE,239,5982,3180
AR,LIT,YV,32,5982,3180
AR,LIT,YX,3,5982,3180
AR,TXK,EV,21,5982,234
AR,TXK,MQ,199,5982,234
AR,TXK,OO,13,5982,234
AR,TXK,XE,1,5982,234
AR,XNA,9E,139,5982,2149
AR,XNA,AA,131,5982,2149
AR,XNA,DL,33,5982,2149
AR,XNA,EV,457,5982,2149
AR,XNA,G4,8,5982,2149
AR,XNA,MQ,859,5982,2149
AR,XNA,NW,11,5982,2149
AR,XNA,OH,66,5982,2149
AR,XNA,OO,228,5982,2149
AR,XNA,XE,182,5982,2149
AR,XNA,YV,7,5982,2149
AR,XNA,YX,28,5982,2149
AZ,AZA,F9,2,43635,103
AZ,AZA,G4,101,43635,103
AZ,FLG,EV,1,43635,233
AZ,FLG,OO,102,43635,233
AZ,FLG,YV,130,43635,233
AZ,IFP,OO,6,43635,6
AZ,PHX,AA,3542,43635,38450
AZ,PHX,AS,663,43635,38450
AZ,PHX,B6,128,43635,38450
AZ,PHX,CO,543,43635,38450
AZ,PHX,DL,1424,43635,38450
AZ,PHX,EV,27,43635,38450
AZ,PHX,F9,310,43635,38450
AZ,PHX,FL,61,43635,38450
AZ,PHX,HA,63,43635,38450
AZ,PHX,HP,5110,43635,38450
AZ,PHX,MQ,42,43635,38450
AZ,PHX,NK,36,43635,38450
AZ,PHX,NW,487,43635,38450
AZ,PHX,OH,1,43635,38450
AZ,PHX,OO,1870,43635,38450
AZ,PHX,TW,76,43635,38450
AZ,PHX,TZ,52,43635,38450
AZ,PHX,UA,1581,43635,38450
AZ,PHX,US,6183,43635,38450
AZ,PHX,WN,13461,43635,38450
AZ,PHX,XE,65,43635,38450
AZ,PHX,YV,2725,43635,38450
AZ,PRC,OO,12,43635,12
AZ,TUS,AA,755,43635,4401
AZ,TUS,AS,80,43635,4401
AZ,TUS,B6,7,43635,4401
AZ,TUS,CO,108,43635,4401
AZ,TUS,DL,250,43635,4401
AZ,TUS,EV,58,43635,4401
AZ,TUS,F9,40,43635,4401
AZ,TUS,G4,5,43635,4401
AZ,TUS,HP,173,43635,4401
AZ,TUS,MQ,19,43635,4401
AZ,TUS,NW,56,43635,4401
AZ,TUS,OO,1036,43635,4401
AZ,TUS,UA,188,43635,4401
AZ,TUS,US,17,43635,4401
AZ,TUS,WN,1138,43635,4401
AZ,TUS,XE,143,43635,4401
AZ,TUS,YV,327,43635,4401
AZ,TUS,YX,1,43635,4401
AZ,YUM,OO,312,43635,430
AZ,YUM,YV,118,43635,430
CA,ACV,OO,545,164497,545
CA,BFL,AA,4,164497,639
CA,BFL,F9,1,164497,639
CA,BFL,MQ,21,164497,639
CA,BFL,OO,486,164497,639
CA,BFL,XE,27,164497,639
CA,BFL,YV,100,164497,639
CA,BUR,AA,155,164497,5851
CA,BUR,AS,307,164497,5851
CA,BUR,B6,144,164497,5851
CA,BUR,DL,7,164497,5851
CA,BUR,HP,120,164497,5851
CA,BUR,NK,5,164497,5851
CA,BUR,OO,767,164497,5851
CA,BUR,UA,298,164497,5851
CA,BUR,US,44,164497,5851
CA,BUR,WN,3896,164497,5851
CA,BUR,YV,108,164497,5851
CA,CEC,OO,108,164497,108
CA,CIC,OO,145,164497,145
CA,CLD,OO,288,164497,296
CA,CLD,YV,8,164497,296
CA,FAT,AA,134,164497,2257
CA,FAT,F9,8,164497,2257
CA,FAT,G4,8,164497,2257
CA,FAT,MQ,320,164497,2257
CA,FAT,OO,1559,164497,2257
CA,FAT,UA,10,164497,2257
CA,FAT,US,11,164497,2257
CA,FAT,XE,29,164497,2257
CA,FAT,YV,178,164497,2257
CA,IPL,OO,71,164497,71
CA,IYK,OO,105,164497,105
CA,LAX,AA,7142,164497,46547
CA,LAX,AS,1887,164497,46547
CA,LAX,B6,473,164497,46547
CA,LAX,CO,969,164497,46547
CA,LAX,DH,2,164497,46547
CA,LAX,DL,4393,164497,46547
CA,LAX,EV,23,164497,46547
CA,LAX,F9,300,164497,46547
CA,LAX,FL,151,164497,46547
CA,LAX,G4,30,164497,46547
CA,LAX,HA,228,164497,46547
CA,LAX,HP,616,164497,46547
CA,LAX,MQ,2707,164497,46547
CA,LAX,NK,383,164497,46547
CA,LAX,NW,742,164497,46547
CA,LAX,OO,7722,164497,46547
CA,LAX,TW,117,164497,46547
CA,LAX,TZ,81,164497,46547
CA,LAX,UA,7663,164497,46547
CA,LAX,US,1069,164497,46547
CA,LAX,VX,896,164497,46547
CA,LAX,WN,8730,164497,46547
CA,LAX,XE,165,164497,46547
CA,LAX,YV,58,164497,46547
CA,LGB,AA,140,164497,2449
CA,LGB,AS,64,164497,2449
CA,LGB,B6,1642,164497,2449
CA,LGB,DL,14,164497,2449
CA,LGB,HA,2,164497,2449
CA,LGB,HP,69,164497,2449
CA,LGB,OO,242,164497,2449
CA,LGB,US,12,164497,2449
CA,LGB,WN,106,164497,2449
CA,LGB,XE,23,164497,2449
CA,LGB,YV,135,164497,2449
CA,MMH,OO,24,164497,24
CA,MOD,OO,187,164497,187
CA,MRY,G4,2,164497,1083
CA,MRY,MQ,192,164497,1083
CA,MRY,OO,783,164497,1083
CA,MRY,UA,4,164497,1083
CA,MRY,XE,15,164497,1083
CA,MRY,YV,87,164497,1083
CA,OAK,AA,230,164497,12273
CA,OAK,AS,902,164497,12273
CA,OAK,B6,555,164497,12273
CA,OAK,CO,94,164497,12273
CA,OAK,DL,212,164497,12273
CA,OAK,EV,24,164497,12273
CA,OAK,G4,16,164497,12273
CA,OAK,HA,74,164497,12273
CA,OAK,HP,184,164497,12273
CA,OAK,KH,37,164497,12273
CA,OAK,MQ,26,164497,12273
CA,OAK,NK,137,164497,12273
CA,OAK,OO,347,164497,12273
CA,OAK,TZ,7,164497,12273
CA,OAK,UA,490,164497,12273
CA,OAK,US,131,164497,12273
CA,OAK,WN,8749,164497,12273
CA,OAK,XE,6,164497,12273
CA,OAK,YV,52,164497,12273
CA,ONT,AA,457,164497,6223
CA,ONT,AS,362,164497,6223
CA,ONT,B6,34,164497,6223
CA,ONT,CO,141,164497,6223
CA,ONT,DL,238,164497,6223
CA,ONT,EV,22,164497,6223
CA,ONT,F9,24,164497,6223
CA,ONT,HA,2,164497,6223
CA,ONT,HP,181,164497,6223
CA,ONT,NW,69,164497,6223
CA,ONT,OO,632,164497,6223
CA,ONT,TW,21,164497,6223
CA,ONT,TZ,3,164497,6223
CA,ONT,UA,366,164497,6223
CA,ONT,US,195,164497,6223
CA,ONT,WN,3288,164497,6223
CA,ONT,XE,156,164497,6223
CA,ONT,YV,32,164497,6223
CA,OXR,OO,128,164497,128
CA,PMD,OO,9,164497,9
CA,PSP,AA,288,164497,2250
CA,PSP,AS,395,164497,2250
CA,PSP,B6,4,164497,2250
CA,PSP,CO,6,164497,2250
CA,PSP,DL,20,164497,2250
CA,PSP,EV,4,164497,2250
CA,PSP,F9,5,164497,2250
CA,PSP,G4,5,164497,2250
CA,PSP,HP,1,164497,2250
CA,PSP,MQ,95,164497,2250
CA,PSP,NW,21,164497,2250
CA,PSP,OO,1117,164497,2250
CA,PSP,UA,91,164497,2250
CA,PSP,VX,20,164497,2250
CA,PSP,XE,26,164497,2250
CA,PSP,YV,152,164497,2250
CA,RDD,OO,261,164497,261
CA,SAN,AA,1522,164497,17665
CA,SAN,AS,1020,164497,17665
CA,SAN,B6,226,164497,17665
CA,SAN,CO,426,164497,17665
CA,SAN,DH,3,164497,17665
CA,SAN,DL,1264,164497,17665
CA,SAN,EV,3,164497,17665
CA,SAN,F9,264,164497,17665
CA,SAN,FL,17,164497,17665
CA,SAN,G4,2,164497,17665
CA,SAN,HA,76,164497,17665
CA,SAN,HP,252,164497,17665
CA,SAN,KH,8,164497,17665
CA,SAN,MQ,1023,164497,17665
CA,SAN,NK,107,164497,17665
CA,SAN,NW,277,164497,17665
CA,SAN,OO,1389,164497,17665
CA,SAN,TW,38,164497,17665
CA,SAN,UA,1899,164497,17665
CA,SAN,US,600,164497,17665
CA,SAN,VX,117,164497,17665
CA,SAN,WN,7031,164497,17665
CA,SAN,XE,74,164497,17665
CA,SAN,YV,27,164497,17665
CA,SBA,AA,10,164497,1854
CA,SBA,AS,5,164497,1854
CA,SBA,F9,11,164497,1854
CA,SBA,MQ,350,164497,1854
CA,SBA,OH,2,164497,1854
CA,SBA,OO,1259,164497,1854
CA,SBA,UA,64,164497,1854
CA,SBA,XE,1,164497,1854
CA,SBA,YV,152,164497,1854
CA,SBP,MQ,159,164497,904
CA,SBP,OO,656,164497,904
CA,SBP,YV,89,164497,904
CA,SCK,G4,27,164497,28
CA,SCK,OO,1,164497,28
CA,SFO,AA,2757,164497,31220
CA,SFO,AS,1500,164497,31220
CA,SFO,B6,531,164497,31220
CA,SFO,CO,682,164497,31220
CA,SFO,DH,1,164497,31220
CA,SFO,DL,1842,164497,31220
CA,SFO,EV,10,164497,31220
CA,SFO,F9,280,164497,31220
CA,SFO,FL,91,164497,31220
CA,SFO,HA,83,164497,31220
CA,SFO,HP,352,164497,31220
CA,SFO,MQ,141,164497,31220
CA,SFO,NW,452,164497,31220
CA,SFO,OH,3,164497,31220
CA,SFO,OO,7150,164497,31220
CA,SFO,TW,63,164497,31220
CA,SFO,TZ,88,164497,31220
CA,SFO,UA,11041,164497,31220
CA,SFO,US,837,164497,31220
CA,SFO,VX,1182,164497,31220
CA,SFO,WN,2084,164497,31220
CA,SFO,XE,26,164497,31220
CA,SFO,YV,24,164497,31220
CA,SJC,AA,1477,164497,11629
CA,SJC,AS,945,164497,11629
CA,SJC,B6,154,164497,11629
CA,SJC,CO,178,164497,11629
CA,SJC,DH,1,164497,11629
CA,SJC,DL,436,164497,11629
CA,SJC,EV,8,164497,11629
CA,SJC,F9,76,164497,11629
CA,SJC,HA,76,164497,11629
CA,SJC,HP,215,164497,11629
CA,SJC,MQ,651,164497,11629
CA,SJC,NW,120,164497,11629
CA,SJC,OO,776,164497,11629
CA,SJC,TW,36,164497,11629
CA,SJC,TZ,13,164497,11629
CA,SJC,UA,693,164497,11629
CA,SJC,US,202,164497,11629
CA,SJC,VX,16,164497,11629
CA,SJC,WN,5535,164497,11629
CA,SJC,XE,15,164497,11629
CA,SJC,YV,6,164497,11629
CA,SMF,AA,495,164497,9847
CA,SMF,AS,421,164497,9847
CA,SMF,B6,174,164497,9847
CA,SMF,CO,118,164497,9847
CA,SMF,DL,411,164497,9847
CA,SMF,EV,11,164497,9847
CA,SMF,F9,87,164497,9847
CA,SMF,HA,51,164497,9847
CA,SMF,HP,246,164497,9847
CA,SMF,KH,14,164497,9847
CA,SMF,MQ,24,164497,9847
CA,SMF,NK,5,164497,9847
CA,SMF,NW,86,164497,9847
CA,SMF,OO,1184,164497,9847
CA,SMF,TW,27,164497,9847
CA,SMF,UA,732,164497,9847
CA,SMF,US,246,164497,9847
CA,SMF,WN,5439,164497,9847
CA,SMF,XE,66,164497,9847
CA,SMF,YV,10,164497,9847
CA,SMX,G4,3,164497,235
CA,SMX,OO,232,164497,235
CA,SNA,AA,1371,164497,9587
CA,SNA,AS,969,164497,9587
CA,SNA,CO,374,164497,9587
CA,SNA,DL,732,164497,9587
CA,SNA,EV,15,164497,9587
CA,SNA,F9,177,164497,9587
CA,SNA,FL,13,164497,9587
CA,SNA,HP,438,164497,9587
CA,SNA,KH,39,164497,9587
CA,SNA,MQ,333,164497,9587
CA,SNA,NW,127,164497,9587
CA,SNA,OO,464,164497,9587
CA,SNA,TW,25,164497,9587
CA,SNA,UA,1228,164497,9587
CA,SNA,US,305,164497,9587
CA,SNA,WN,2927,164497,9587
CA,SNA,YV,50,164497,9587
CA,STS,MQ,1,164497,54
CA,STS,OO,44,164497,54
CA,STS,YV,9,164497,54
CA,VIS,OO,23,164497,23
CO,ASE,MQ,17,49428,691
CO,ASE,OO,605,49428,691
CO,ASE,YV,69,49428,691
CO,COS,9E,1,49428,2514
CO,COS,AA,415,49428,2514
CO,COS,CO,36,49428,2514
CO,COS,DH,1,49428,2514
CO,COS,DL,177,49428,2514
CO,COS,EV,52,49428,2514
CO,COS,F9,75,49428,2514
CO,COS,G4,1,49428,2514
CO,COS,HP,40,49428,2514
CO,COS,MQ,12,49428,2514
CO,COS,NW,60,49428,2514
CO,COS,OH,22,49428,2514
CO,COS,OO,1151,49428,2514
CO,COS,TW,19,49428,2514
CO,COS,UA,163,49428,2514
CO,COS,XE,172,49428,2514
CO,COS,YV,111,49428,2514
CO,COS,YX,6,49428,2514
CO,DEN,9E,21,49428,43878
CO,DEN,AA,1636,49428,43878
CO,DEN,AS,333,49428,43878
CO,DEN,B6,194,49428,43878
CO,DEN,CO,606,49428,43878
CO,DEN,DL,1570,49428,43878
CO,DEN,EV,674,49428,43878
CO,DEN,F9,5236,49428,43878
CO,DEN,FL,152,49428,43878
CO,DEN,G4,2,49428,43878
CO,DEN,HP,239,49428,43878
CO,DEN,MQ,101,49428,43878
CO,DEN,NK,227,49428,43878
CO,DEN,NW,438,49428,43878
CO,DEN,OH,21,49428,43878
CO,DEN,OO,8353,49428,43878
CO,DEN,TW,58,49428,43878
CO,DEN,TZ,41,49428,43878
CO,DEN,UA,15072,49428,43878
CO,DEN,US,706,49428,43878
CO,DEN,VX,25,49428,43878
CO,DEN,WN,7242,49428,43878
CO,DEN,XE,210,49428,43878
CO,DEN,YV,616,49428,43878
CO,DEN,YX,105,49428,43878
CO,DRO,AA,3,49428,437
CO,DRO,EV,22,49428,437
CO,DRO,F9,7,49428,437
CO,DRO,MQ,26,49428,437
CO,DRO,OO,223,49428,437
CO,DRO,XE,15,49428,437
CO,DRO,YV,134,49428,437
CO,DRO,YX,7,49428,437
CO,EGE,AA,173,49428,413
CO,EGE,CO,25,49428,413
CO,EGE,DL,29,49428,413
CO,EGE,NW,13,49428,413
CO,EGE,OO,59,49428,413
CO,EGE,UA,67,49428,413
CO,EGE,YV,47,49428,413
CO,GJT,EV,37,49428,764
CO,GJT,G4,5,49428,764
CO,GJT,MQ,92,49428,764
CO,GJT,OO,481,49428,764
CO,GJT,XE,13,49428,764
CO,GJT,YV,131,49428,764
CO,GJT,YX,5,49428,764
CO,GUC,AA,26,49428,112
CO,GUC,CO,3,49428,112
CO,GUC,DL,4,49428,112
CO,GUC,EV,11,49428,112
CO,GUC,OO,20,49428,112
CO,GUC,UA,8,49428,112
CO,GUC,XE,1,49428,112
CO,GUC,YV,39,49428,112
CO,HDN,AA,43,49428,255
CO,HDN,CO,20,49428,255
CO,HDN,DL,24,49428,255
CO,HDN,EV,5,49428,255
CO,HDN,NW,13,49428,255
CO,HDN,OO,86,49428,255
CO,HDN,TW,5,49428,255
CO,HDN,UA,35,49428,255
CO,HDN,XE,6,49428,255
CO,HDN,YV,18,49428,255
CO,MTJ,AA,15,49428,325
CO,MTJ,CO,20,49428,325
CO,MTJ,DL,5,49428,325
CO,MTJ,EV,14,49428,325
CO,MTJ,MQ,22,49428,325
CO,MTJ,OO,168,49428,325
CO,MTJ,UA,8,49428,325
CO,MTJ,XE,17,49428,325
CO,MTJ,YV,56,49428,325
CO,PUB,OO,26,49428,26
CO,TEX,YV,13,49428,13
CT,BDL,9E,56,6134,6095
CT,BDL,AA,726,6134,6095
CT,BDL,B6,285,6134,6095
CT,BDL,CO,65,6134,6095
CT,BDL,DH,40,6134,6095
CT,BDL,DL,1166,6134,6095
CT,BDL,EV,104,6134,6095
CT,BDL,F9,13,6134,6095
CT,BDL,FL,4,6134,6095
CT,BDL,HP,21,6134,6095
CT,BDL,MQ,268,6134,6095
CT,BDL,NK,50,6134,6095
CT,BDL,NW,297,6134,6095
CT,BDL,OH,99,6134,6095
CT,BDL,OO,41,6134,6095
CT,BDL,TW,47,6134,6095
CT,BDL,UA,491,6134,6095
CT,BDL,US,785,6134,6095
CT,BDL,WN,1253,6134,6095
CT,BDL,XE,184,6134,6095
CT,BDL,YV,82,6134,6095
CT,BDL,YX,18,6134,6095
CT,HVN,OH,36,6134,39
CT,HVN,YX,3,6134,39
DE,ILG,EV,9,17,17
DE,ILG,F9,8,17,17
FL,APF,EV,21,95226,25
FL,APF,MQ,4,95226,25
FL,DAB,B6,12,95226,531
FL,DAB,CO,15,95226,531
FL,DAB,DL,340,95226,531
FL,DAB,EV,60,95226,531
FL,DAB,FL,11,95226,531
FL,DAB,OH,42,95226,531
FL,DAB,OO,3,95226,531
FL,DAB,XE,32,95226,531
FL,DAB,YV,16,95226,531
FL,ECP,9E,3,95226,536
FL,ECP,DL,157,95226,536
FL,ECP,EV,123,95226,536
FL,ECP,OH,6,95226,536
FL,ECP,OO,1,95226,536
FL,ECP,WN,239,95226,536
FL,ECP,YV,7,95226,536
FL,EYW,9E,8,95226,407
FL,EYW,DL,111,95226,407
FL,EYW,EV,101,95226,407
FL,EYW,FL,24,95226,407
FL,EYW,MQ,93,95226,407
FL,EYW,US,1,95226,407
FL,EYW,WN,12,95226,407
FL,EYW,YX,57,95226,407
FL,FLL,9E,7,95226,14702
FL,FLL,AA,1264,95226,14702
FL,FLL,AS,32,95226,14702
FL,FLL,B6,2658,95226,14702
FL,FLL,CO,661,95226,14702
FL,FLL,DL,2428,95226,14702
FL,FLL,EV,17,95226,14702
FL,FLL,F9,87,95226,14702
FL,FLL,FL,698,95226,14702
FL,FLL,G4,65,95226,14702
FL,FLL,HP,42,95226,14702
FL,FLL,MQ,14,95226,14702
FL,FLL,NK,769,95226,14702
FL,FLL,NW,236,95226,14702
FL,FLL,OH,31,95226,14702
FL,FLL,OO,3,95226,14702
FL,FLL,TW,53,95226,14702
FL,FLL,TZ,28,95226,14702
FL,FLL,UA,643,95226,14702
FL,FLL,US,1359,95226,14702
FL,FLL,VX,90,95226,14702
FL,FLL,WN,3517,95226,14702
FL,GNV,9E,25,95226,484
FL,GNV,DL,23,95226,484
FL,GNV,EV,335,95226,484
FL,GNV,MQ,42,95226,484
FL,GNV,OH,35,95226,484
FL,GNV,OO,24,95226,484
FL,JAX,9E,85,95226,5786
FL,JAX,AA,431,95226,5786
FL,JAX,B6,345,95226,5786
FL,JAX,CO,193,95226,5786
FL,JAX,DH,74,95226,5786
FL,JAX,DL,986,95226,5786
FL,JAX,EV,186,95226,5786
FL,JAX,F9,27,95226,5786
FL,JAX,FL,200,95226,5786
FL,JAX,G4,7,95226,5786
FL,JAX,MQ,195,95226,5786
FL,JAX,NK,15,95226,5786
FL,JAX,NW,154,95226,5786
FL,JAX,OH,269,95226,5786
FL,JAX,OO,22,95226,5786
FL,JAX,TW,37,95226,5786
FL,JAX,UA,86,95226,5786
FL,JAX,US,676,95226,5786
FL,JAX,WN,1345,95226,5786
FL,JAX,XE,235,95226,5786
FL,JAX,YV,138,95226,5786
FL,JAX,YX,80,95226,5786
FL,MCO,9E,8,95226,24989
FL,MCO,AA,2452,95226,24989
FL,MCO,AS,135,95226,24989
FL,MCO,B6,2539,95226,24989
FL,MCO,CO,872,95226,24989
FL,MCO,DH,31,95226,24989
FL,MCO,DL,3974,95226,24989
