StateCode,Origin,Reporting_Airline,Flights,Total Flights per state,Total Flights per airport
TN,BNA,VX,4,25827,12489
TN,BNA,WN,6452,25827,12489
TN,BNA,XE,405,25827,12489
TN,BNA,YV,176,25827,12489
TN,BNA,YX,84,25827,12489
TN,CHA,9E,43,25827,921
TN,CHA,DH,14,25827,921
TN,CHA,DL,53,25827,921
TN,CHA,EV,378,25827,921
TN,CHA,G4,4,25827,921
TN,CHA,MQ,186,25827,921
TN,CHA,OH,92,25827,921
TN,CHA,OO,81,25827,921
TN,CHA,US,37,25827,921
TN,CHA,XE,16,25827,921
TN,CHA,YV,17,25827,921
TN,MEM,9E,1646,25827,9660
TN,MEM,AA,357,25827,9660
TN,MEM,CO,13,25827,9660
TN,MEM,DH,30,25827,9660
TN,MEM,DL,1119,25827,9660
TN,MEM,EV,735,25827,9660
TN,MEM,F9,26,25827,9660
TN,MEM,FL,197,25827,9660
TN,MEM,G4,12,25827,9660
TN,MEM,MQ,368,25827,9660
TN,MEM,NW,3734,25827,9660
TN,MEM,OH,172,25827,9660
TN,MEM,OO,294,25827,9660
TN,MEM,UA,64,25827,9660
TN,MEM,US,80,25827,9660
TN,MEM,WN,228,25827,9660
TN,MEM,XE,309,25827,9660
TN,MEM,YV,209,25827,9660
TN,MEM,YX,67,25827,9660
TN,TRI,9E,19,25827,488
TN,TRI,DH,18,25827,488
TN,TRI,DL,34,25827,488
TN,TRI,EV,292,25827,488
TN,TRI,G4,1,25827,488
TN,TRI,MQ,16,25827,488
TN,TRI,OH,41,25827,488
TN,TRI,OO,41,25827,488
TN,TRI,US,25,25827,488
TN,TRI,YV,1,25827,488
TN,TYS,9E,248,25827,2269
TN,TYS,AA,25,25827,2269
TN,TYS,DH,89,25827,2269
TN,TYS,DL,231,25827,2269
TN,TYS,EV,540,25827,2269
TN,TYS,F9,16,25827,2269
TN,TYS,FL,9,25827,2269
TN,TYS,G4,31,25827,2269
TN,TYS,MQ,361,25827,2269
TN,TYS,NW,20,25827,2269
TN,TYS,OH,173,25827,2269
TN,TYS,OO,133,25827,2269
TN,TYS,TW,23,25827,2269
TN,TYS,UA,35,25827,2269
TN,TYS,US,48,25827,2269
TN,TYS,XE,253,25827,2269
TN,TYS,YV,24,25827,2269
TN,TYS,YX,10,25827,2269
TT,GUM,CO,3,59,42
TT,GUM,UA,39,59,42
TT,PPG,HA,8,59,8
TT,SPN,UA,9,59,9
TX,ABI,EV,3,154262,471
TX,ABI,MQ,455,154262,471
TX,ABI,OO,13,154262,471
TX,ACT,EV,22,154262,335
TX,ACT,MQ,289,154262,335
TX,ACT,OO,24,154262,335
TX,AMA,9E,4,154262,1378
TX,AMA,AA,46,154262,1378
TX,AMA,EV,171,154262,1378
TX,AMA,MQ,366,154262,1378
TX,AMA,OO,16,154262,1378
TX,AMA,WN,617,154262,1378
TX,AMA,XE,118,154262,1378
TX,AMA,YV,40,154262,1378
TX,AUS,9E,63,154262,10079
TX,AUS,AA,2009,154262,10079
TX,AUS,AS,82,154262,10079
TX,AUS,B6,335,154262,10079
TX,AUS,CO,545,154262,10079
TX,AUS,DH,5,154262,10079
TX,AUS,DL,817,154262,10079
TX,AUS,EV,132,154262,10079
TX,AUS,F9,187,154262,10079
TX,AUS,FL,6,154262,10079
TX,AUS,G4,19,154262,10079
TX,AUS,HP,105,154262,10079
TX,AUS,MQ,69,154262,10079
TX,AUS,NK,30,154262,10079
TX,AUS,NW,152,154262,10079
TX,AUS,OH,49,154262,10079
TX,AUS,OO,444,154262,10079
TX,AUS,TW,67,154262,10079
TX,AUS,UA,573,154262,10079
TX,AUS,US,42,154262,10079
TX,AUS,VX,41,154262,10079
TX,AUS,WN,3905,154262,10079
TX,AUS,XE,126,154262,10079
TX,AUS,YV,254,154262,10079
TX,AUS,YX,22,154262,10079
TX,BPT,EV,32,154262,154
TX,BPT,MQ,50,154262,154
TX,BPT,OO,17,154262,154
TX,BPT,XE,55,154262,154
TX,BRO,CO,4,154262,366
TX,BRO,EV,143,154262,366
TX,BRO,MQ,36,154262,366
TX,BRO,OO,14,154262,366
TX,BRO,XE,146,154262,366
TX,BRO,YV,20,154262,366
TX,BRO,YX,3,154262,366
TX,CLL,EV,94,154262,411
TX,CLL,MQ,248,154262,411
TX,CLL,OO,40,154262,411
TX,CLL,XE,29,154262,411
TX,CRP,AA,7,154262,1325
TX,CRP,CO,18,154262,1325
TX,CRP,EV,251,154262,1325
TX,CRP,MQ,364,154262,1325
TX,CRP,OO,8,154262,1325
TX,CRP,WN,380,154262,1325
TX,CRP,XE,251,154262,1325
TX,CRP,YV,41,154262,1325
TX,CRP,YX,5,154262,1325
TX,DAL,9E,11,154262,11274
TX,DAL,AA,127,154262,11274
TX,DAL,AS,11,154262,11274
TX,DAL,DL,105,154262,11274
TX,DAL,EV,99,154262,11274
TX,DAL,MQ,130,154262,11274
TX,DAL,OO,120,154262,11274
TX,DAL,VX,158,154262,11274
TX,DAL,WN,10233,154262,11274
TX,DAL,XE,280,154262,11274
TX,DFW,9E,91,154262,59497
TX,DFW,AA,33491,154262,59497
TX,DFW,AS,168,154262,59497
TX,DFW,B6,66,154262,59497
TX,DFW,CO,516,154262,59497
TX,DFW,DL,2965,154262,59497
TX,DFW,EV,2174,154262,59497
TX,DFW,F9,207,154262,59497
TX,DFW,FL,333,154262,59497
TX,DFW,HP,208,154262,59497
TX,DFW,MQ,13743,154262,59497
TX,DFW,NK,465,154262,59497
TX,DFW,NW,487,154262,59497
TX,DFW,OH,80,154262,59497
TX,DFW,OO,985,154262,59497
TX,DFW,TW,113,154262,59497
TX,DFW,TZ,83,154262,59497
TX,DFW,UA,1145,154262,59497
TX,DFW,US,960,154262,59497
TX,DFW,VX,80,154262,59497
TX,DFW,XE,218,154262,59497
TX,DFW,YV,857,154262,59497
TX,DFW,YX,62,154262,59497
TX,DRT,EV,7,154262,10
TX,DRT,MQ,3,154262,10
TX,EFD,XE,34,154262,34
TX,ELP,AA,641,154262,4249
TX,ELP,CO,107,154262,4249
TX,ELP,DL,167,154262,4249
TX,ELP,EV,143,154262,4249
TX,ELP,F9,3,154262,4249
TX,ELP,G4,5,154262,4249
TX,ELP,HP,91,154262,4249
TX,ELP,MQ,57,154262,4249
TX,ELP,OO,348,154262,4249
TX,ELP,TW,12,154262,4249
TX,ELP,UA,3,154262,4249
TX,ELP,US,37,154262,4249
TX,ELP,WN,2300,154262,4249
TX,ELP,XE,132,154262,4249
TX,ELP,YV,189,154262,4249
TX,ELP,YX,14,154262,4249
TX,GGG,EV,15,154262,203
TX,GGG,MQ,188,154262,203
TX,GRK,EV,182,154262,565
TX,GRK,MQ,326,154262,565
TX,GRK,OO,8,154262,565
TX,GRK,XE,47,154262,565
TX,GRK,YX,2,154262,565
TX,HOU,9E,40,154262,12196
TX,HOU,AA,149,154262,12196
TX,HOU,B6,134,154262,12196
TX,HOU,CO,8,154262,12196
TX,HOU,DL,307,154262,12196
TX,HOU,EV,135,154262,12196
TX,HOU,F9,9,154262,12196
TX,HOU,FL,227,154262,12196
TX,HOU,MQ,380,154262,12196
TX,HOU,NW,28,154262,12196
TX,HOU,OH,11,154262,12196
TX,HOU,OO,23,154262,12196
TX,HOU,TZ,5,154262,12196
TX,HOU,WN,10691,154262,12196
TX,HOU,XE,7,154262,12196
TX,HOU,YV,42,154262,12196
TX,HRL,9E,3,154262,934
TX,HRL,EV,77,154262,934
TX,HRL,F9,3,154262,934
TX,HRL,MQ,7,154262,934
TX,HRL,OO,5,154262,934
TX,HRL,WN,705,154262,934
TX,HRL,XE,119,154262,934
TX,HRL,YV,12,154262,934
TX,HRL,YX,3,154262,934
TX,IAH,9E,75,154262,36800
TX,IAH,AA,1188,154262,36800
TX,IAH,AS,40,154262,36800
TX,IAH,B6,1,154262,36800
TX,IAH,CO,11540,154262,36800
TX,IAH,DL,670,154262,36800
TX,IAH,EV,4843,154262,36800
TX,IAH,F9,130,154262,36800
TX,IAH,HP,142,154262,36800
TX,IAH,MQ,157,154262,36800
TX,IAH,NK,330,154262,36800
TX,IAH,NW,371,154262,36800
TX,IAH,OH,75,154262,36800
TX,IAH,OO,1668,154262,36800
TX,IAH,TW,41,154262,36800
TX,IAH,UA,5552,154262,36800
TX,IAH,US,620,154262,36800
TX,IAH,WN,137,154262,36800
TX,IAH,XE,8173,154262,36800
TX,IAH,YV,759,154262,36800
TX,IAH,YX,288,154262,36800
TX,ILE,EV,7,154262,133
TX,ILE,MQ,107,154262,133
TX,ILE,OO,17,154262,133
TX,ILE,XE,2,154262,133
TX,LBB,9E,15,154262,1599
TX,LBB,AA,25,154262,1599
TX,LBB,CO,1,154262,1599
TX,LBB,EV,135,154262,1599
TX,LBB,MQ,361,154262,1599
TX,LBB,OO,29,154262,1599
TX,LBB,WN,871,154262,1599
TX,LBB,XE,113,154262,1599
TX,LBB,YV,49,154262,1599
TX,LRD,EV,117,154262,483
TX,LRD,G4,5,154262,483
TX,LRD,MQ,248,154262,483
TX,LRD,OO,6,154262,483
TX,LRD,XE,107,154262,483
TX,MAF,AA,7,154262,1699
TX,MAF,CO,16,154262,1699
TX,MAF,EV,121,154262,1699
TX,MAF,MQ,316,154262,1699
TX,MAF,OO,128,154262,1699
TX,MAF,UA,8,154262,1699
TX,MAF,WN,874,154262,1699
TX,MAF,XE,142,154262,1699
TX,MAF,YV,73,154262,1699
TX,MAF,YX,14,154262,1699
TX,MFE,9E,10,154262,795
TX,MFE,AA,251,154262,795
TX,MFE,CO,223,154262,795
TX,MFE,EV,121,154262,795
TX,MFE,G4,11,154262,795
TX,MFE,MQ,16,154262,795
TX,MFE,OO,14,154262,795
TX,MFE,TW,9,154262,795
TX,MFE,UA,47,154262,795
TX,MFE,XE,58,154262,795
TX,MFE,YV,34,154262,795
TX,MFE,YX,1,154262,795
TX,SAT,9E,33,154262,8350
TX,SAT,AA,1396,154262,8350
TX,SAT,AS,26,154262,8350
TX,SAT,CO,529,154262,8350
TX,SAT,DL,743,154262,8350
TX,SAT,EV,204,154262,8350
TX,SAT,F9,90,154262,8350
TX,SAT,FL,77,154262,8350
TX,SAT,G4,3,154262,8350
TX,SAT,HP,54,154262,8350
TX,SAT,MQ,66,154262,8350
TX,SAT,NW,197,154262,8350
TX,SAT,OH,54,154262,8350
TX,SAT,OO,492,154262,8350
TX,SAT,TW,62,154262,8350
TX,SAT,UA,450,154262,8350
TX,SAT,US,60,154262,8350
TX,SAT,WN,3493,154262,8350
TX,SAT,XE,133,154262,8350
TX,SAT,YV,177,154262,8350
TX,SAT,YX,11,154262,8350
TX,SJT,EV,30,154262,261
TX,SJT,MQ,219,154262,261
TX,SJT,OO,10,154262,261
TX,SJT,XE,2,154262,261
TX,SPS,EV,13,154262,275
TX,SPS,MQ,262,154262,275
TX,TYR,EV,51,154262,355
TX,TYR,MQ,282,154262,355
TX,TYR,OO,17,154262,355
TX,TYR,XE,5,154262,355
TX,VCT,OO,24,154262,31
TX,VCT,XE,7,154262,31
UT,CDC,OO,115,25455,115
UT,CNY,OO,11,25455,11
UT,OGD,G4,3,25455,3
UT,PVU,G4,10,25455,10
UT,SGU,OO,465,25455,465
UT,SLC,9E,14,25455,24827
UT,SLC,AA,595,25455,24827
UT,SLC,AS,107,25455,24827
UT,SLC,B6,251,25455,24827
UT,SLC,CO,138,25455,24827
UT,SLC,DL,8215,25455,24827
UT,SLC,EV,282,25455,24827
UT,SLC,F9,245,25455,24827
UT,SLC,HP,131,25455,24827
UT,SLC,MQ,50,25455,24827
UT,SLC,NW,152,25455,24827
UT,SLC,OH,54,25455,24827
UT,SLC,OO,10930,25455,24827
UT,SLC,TW,32,25455,24827
UT,SLC,UA,553,25455,24827
UT,SLC,US,191,25455,24827
UT,SLC,WN,2755,25455,24827
UT,SLC,XE,88,25455,24827
UT,SLC,YV,33,25455,24827
UT,SLC,YX,11,25455,24827
UT,VEL,OO,24,25455,24
VA,CHO,9E,38,44119,429
VA,CHO,DH,42,44119,429
VA,CHO,DL,23,44119,429
VA,CHO,EV,150,44119,429
VA,CHO,MQ,70,44119,429
VA,CHO,OH,58,44119,429
VA,CHO,OO,48,44119,429
VA,DCA,9E,129,44119,18784
VA,DCA,AA,3026,44119,18784
VA,DCA,AS,209,44119,18784
VA,DCA,B6,777,44119,18784
VA,DCA,CO,628,44119,18784
VA,DCA,DH,5,44119,18784
VA,DCA,DL,2393,44119,18784
VA,DCA,EV,380,44119,18784
VA,DCA,F9,152,44119,18784
VA,DCA,FL,349,44119,18784
VA,DCA,HP,84,44119,18784
VA,DCA,MQ,1238,44119,18784
VA,DCA,NW,691,44119,18784
VA,DCA,OH,1040,44119,18784
VA,DCA,OO,86,44119,18784
VA,DCA,TW,86,44119,18784
VA,DCA,TZ,42,44119,18784
VA,DCA,UA,1160,44119,18784
VA,DCA,US,4419,44119,18784
VA,DCA,VX,61,44119,18784
VA,DCA,WN,898,44119,18784
VA,DCA,XE,227,44119,18784
VA,DCA,YV,26,44119,18784
VA,DCA,YX,678,44119,18784
VA,IAD,9E,90,44119,15785
VA,IAD,AA,808,44119,15785
VA,IAD,AS,84,44119,15785
VA,IAD,B6,615,44119,15785
VA,IAD,CO,73,44119,15785
VA,IAD,DH,2054,44119,15785
VA,IAD,DL,810,44119,15785
VA,IAD,EV,1066,44119,15785
VA,IAD,F9,78,44119,15785
VA,IAD,FL,171,44119,15785
VA,IAD,HP,38,44119,15785
VA,IAD,MQ,97,44119,15785
VA,IAD,NW,266,44119,15785
VA,IAD,OH,165,44119,15785
VA,IAD,OO,143,44119,15785
VA,IAD,TW,41,44119,15785
VA,IAD,UA,5516,44119,15785
VA,IAD,US,574,44119,15785
VA,IAD,VX,108,44119,15785
VA,IAD,WN,395,44119,15785
VA,IAD,XE,511,44119,15785
VA,IAD,YV,2062,44119,15785
VA,IAD,YX,20,44119,15785
VA,LYH,EV,84,44119,108
VA,LYH,OH,24,44119,108
VA,ORF,9E,103,44119,3786
VA,ORF,AA,255,44119,3786
VA,ORF,CO,38,44119,3786
VA,ORF,DH,75,44119,3786
VA,ORF,DL,633,44119,3786
VA,ORF,EV,218,44119,3786
VA,ORF,F9,6,44119,3786
VA,ORF,FL,3,44119,3786
VA,ORF,G4,7,44119,3786
VA,ORF,MQ,306,44119,3786
VA,ORF,NW,137,44119,3786
VA,ORF,OH,210,44119,3786
VA,ORF,OO,69,44119,3786
VA,ORF,TW,33,44119,3786
VA,ORF,UA,89,44119,3786
VA,ORF,US,440,44119,3786
VA,ORF,WN,705,44119,3786
VA,ORF,XE,214,44119,3786
VA,ORF,YV,219,44119,3786
VA,ORF,YX,26,44119,3786
VA,PHF,9E,13,44119,695
VA,PHF,DL,43,44119,695
VA,PHF,EV,243,44119,695
VA,PHF,F9,12,44119,695
VA,PHF,FL,339,44119,695
VA,PHF,OH,44,44119,695
VA,PHF,YV,1,44119,695
VA,RIC,9E,92,44119,3865
VA,RIC,AA,334,44119,3865
VA,RIC,B6,297,44119,3865
VA,RIC,CO,25,44119,3865
VA,RIC,DH,23,44119,3865
VA,RIC,DL,595,44119,3865
VA,RIC,EV,481,44119,3865
VA,RIC,FL,183,44119,3865
VA,RIC,G4,8,44119,3865
VA,RIC,MQ,346,44119,3865
VA,RIC,NK,7,44119,3865
VA,RIC,NW,73,44119,3865
VA,RIC,OH,176,44119,3865
VA,RIC,OO,66,44119,3865
VA,RIC,TW,17,44119,3865
VA,RIC,UA,158,44119,3865
VA,RIC,US,499,44119,3865
VA,RIC,WN,55,44119,3865
VA,RIC,XE,346,44119,3865
VA,RIC,YV,58,44119,3865
VA,RIC,YX,26,44119,3865
VA,ROA,9E,46,44119,649
VA,ROA,DH,41,44119,649
VA,ROA,DL,32,44119,649
VA,ROA,EV,287,44119,649
VA,ROA,G4,4,44119,649
VA,ROA,MQ,12,44119,649
VA,ROA,OH,58,44119,649
VA,ROA,OO,45,44119,649
VA,ROA,US,64,44119,649
VA,ROA,XE,11,44119,649
VA,ROA,YV,48,44119,649
VA,ROA,YX,1,44119,649
VA,SHD,F9,3,44119,18
VA,SHD,OO,15,44119,18
VI,STT,AA,313,891,734
VI,STT,B6,50,891,734
VI,STT,CO,40,891,734
VI,STT,DL,140,891,734
VI,STT,MQ,5,891,734
VI,STT,NK,16,891,734
VI,STT,NW,1,891,734
VI,STT,UA,57,891,734
VI,STT,US,112,891,734
VI,STX,AA,106,891,157
VI,STX,B6,28,891,157
VI,STX,DL,5,891,157
VI,STX,MQ,2,891,157
VI,STX,US,16,891,157
VT,BTV,9E,98,1201,1201
VT,BTV,AA,5,1201,1201
VT,BTV,B6,249,1201,1201
VT,BTV,DH,78,1201,1201
VT,BTV,DL,8,1201,1201
VT,BTV,EV,145,1201,1201
VT,BTV,F9,1,1201,1201
VT,BTV,FL,7,1201,1201
VT,BTV,MQ,27,1201,1201
VT,BTV,NW,1,1201,1201
VT,BTV,OH,106,1201,1201
VT,BTV,OO,24,1201,1201
VT,BTV,UA,96,1201,1201
VT,BTV,US,106,1201,1201
VT,BTV,XE,175,1201,1201
VT,BTV,YV,51,1201,1201
VT,BTV,YX,24,1201,1201
WA,BLI,AS,69,27328,119
WA,BLI,F9,3,27328,119
WA,BLI,G4,34,27328,119
WA,BLI,OO,13,27328,119
WA,GEG,9E,2,27328,2695
WA,GEG,AA,34,27328,2695
WA,GEG,AS,378,27328,2695
WA,GEG,DL,278,27328,2695
WA,GEG,EV,5,27328,2695
WA,GEG,F9,44,27328,2695
WA,GEG,HP,41,27328,2695
WA,GEG,MQ,1,27328,2695
WA,GEG,NW,92,27328,2695
WA,GEG,OH,1,27328,2695
WA,GEG,OO,446,27328,2695
WA,GEG,UA,252,27328,2695
WA,GEG,US,63,27328,2695
WA,GEG,WN,1003,27328,2695
WA,GEG,XE,50,27328,2695
WA,GEG,YV,4,27328,2695
WA,GEG,YX,1,27328,2695
WA,MWH,OO,7,27328,7
WA,PAE,OO,13,27328,13
WA,PSC,9E,5,27328,595
WA,PSC,DL,71,27328,595
WA,PSC,EV,1,27328,595
WA,PSC,G4,8,27328,595
WA,PSC,OO,510,27328,595
WA,SEA,AA,1357,27328,23888
WA,SEA,AS,10684,27328,23888
WA,SEA,B6,277,27328,23888
WA,SEA,CO,519,27328,23888
WA,SEA,DH,1,27328,23888
WA,SEA,DL,2328,27328,23888
WA,SEA,EV,5,27328,23888
WA,SEA,F9,186,27328,23888
WA,SEA,FL,55,27328,23888
WA,SEA,HA,159,27328,23888
WA,SEA,HP,206,27328,23888
WA,SEA,NK,61,27328,23888
WA,SEA,NW,587,27328,23888
WA,SEA,OH,4,27328,23888
WA,SEA,OO,1488,27328,23888
WA,SEA,TW,80,27328,23888
WA,SEA,TZ,18,27328,23888
WA,SEA,UA,2351,27328,23888
WA,SEA,US,563,27328,23888
WA,SEA,VX,145,27328,23888
WA,SEA,WN,2794,27328,23888
WA,SEA,XE,10,27328,23888
WA,SEA,YV,10,27328,23888
WA,YKM,OO,11,27328,11
WI,ATW,9E,97,11170,658
WI,ATW,DH,9,11170,658
WI,ATW,DL,31,11170,658
WI,ATW,EV,159,11170,658
WI,ATW,G4,13,11170,658
WI,ATW,MQ,8,11170,658
WI,ATW,OH,50,11170,658
WI,ATW,OO,205,11170,658
WI,ATW,XE,22,11170,658
WI,ATW,YV,64,11170,658
WI,CWA,9E,82,11170,300
WI,CWA,EV,43,11170,300
WI,CWA,MQ,67,11170,300
WI,CWA,OO,86,11170,300
WI,CWA,XE,5,11170,300
WI,CWA,YV,17,11170,300
WI,EAU,OO,84,11170,84
WI,GRB,9E,81,11170,1139
WI,GRB,DH,5,11170,1139
WI,GRB,DL,51,11170,1139
WI,GRB,EV,154,11170,1139
WI,GRB,F9,4,11170,1139
WI,GRB,MQ,278,11170,1139
WI,GRB,NW,263,11170,1139
WI,GRB,OH,40,11170,1139
WI,GRB,OO,198,11170,1139
WI,GRB,XE,35,11170,1139
WI,GRB,YV,30,11170,1139
WI,LSE,9E,44,11170,325
WI,LSE,MQ,155,11170,325
WI,LSE,NW,38,11170,325
WI,LSE,OO,88,11170,325
WI,MKE,9E,42,11170,6380
WI,MKE,AA,105,11170,6380
WI,MKE,AS,14,11170,6380
WI,MKE,CO,5,11170,6380
WI,MKE,DH,14,11170,6380
WI,MKE,DL,783,11170,6380
WI,MKE,EV,268,11170,6380
WI,MKE,F9,240,11170,6380
WI,MKE,FL,730,11170,6380
WI,MKE,G4,3,11170,6380
WI,MKE,HP,52,11170,6380
WI,MKE,MQ,366,11170,6380
WI,MKE,NW,648,11170,6380
WI,MKE,OH,101,11170,6380
WI,MKE,OO,1195,11170,6380
WI,MKE,TW,71,11170,6380
WI,MKE,UA,29,11170,6380
WI,MKE,US,184,11170,6380
WI,MKE,WN,1112,11170,6380
WI,MKE,XE,372,11170,6380
WI,MKE,YV,19,11170,6380
WI,MKE,YX,27,11170,6380
WI,MSN,9E,71,11170,2207
WI,MSN,AA,1,11170,2207
WI,MSN,DH,15,11170,2207
WI,MSN,DL,253,11170,2207
WI,MSN,EV,232,11170,2207
WI,MSN,F9,38,11170,2207
WI,MSN,MQ,512,11170,2207
WI,MSN,NW,368,11170,2207
WI,MSN,OH,70,11170,2207
WI,MSN,OO,403,11170,2207
WI,MSN,UA,72,11170,2207
WI,MSN,XE,105,11170,2207
WI,MSN,YV,52,11170,2207
WI,MSN,YX,15,11170,2207
WI,RHI,9E,5,11170,77
WI,RHI,OO,72,11170,77
WV,CKB,G4,1,850,17
WV,CKB,OO,16,850,17
WV,CRW,9E,15,850,720
WV,CRW,DH,70,850,720
WV,CRW,DL,22,850,720
WV,CRW,EV,330,850,720
WV,CRW,FL,13,850,720
WV,CRW,MQ,22,850,720
WV,CRW,NK,1,850,720
WV,CRW,OH,94,850,720
WV,CRW,OO,66,850,720
WV,CRW,US,33,850,720
WV,CRW,XE,54,850,720
WV,HTS,EV,21,850,68
WV,HTS,G4,10,850,68
WV,HTS,MQ,2,850,68
WV,HTS,OH,35,850,68
WV,LWB,9E,2,850,45
WV,LWB,EV,23,850,45
WV,LWB,OO,17,850,45
WV,LWB,US,3,850,45
WY,COD,OO,164,1651,185
WY,COD,YV,21,1651,185
WY,CPR,9E,5,1651,417
WY,CPR,OO,374,1651,417
WY,CPR,YV,38,1651,417
WY,CYS,MQ,4,1651,9
WY,CYS,OO,5,1651,9
WY,GCC,OO,159,1651,172
WY,GCC,YV,13,1651,172
WY,JAC,AA,73,1651,668
WY,JAC,CO,3,1651,668
WY,JAC,DL,115,1651,668
WY,JAC,EV,9,1651,668
WY,JAC,F9,10,1651,668
WY,JAC,NW,17,1651,668
WY,JAC,OO,232,1651,668
WY,JAC,UA,186,1651,668
WY,JAC,YV,23,1651,668
WY,LAR,OO,39,1651,39
WY,RKS,OO,148,1651,161
WY,RKS,YV,13,1651,161
